id,card_number,language,series_id,name,card_type,rarity,colors,cost,life,power,counter,attribute,traits,effect_text,trigger_text,source_info,block_icon,created_at,updated_at
2505,OP03-060,en,71,Kalifa,CHARACTER,UC,紫,4,,4000,2000,Wisdom,Water Seven/Galley-La Company,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.,,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.615809,2026-02-16 04:38:54.751155
2506,OP03-079,en,71,Vergo,CHARACTER,UC,黒,5,,5000,2000,Strike,Navy/Donquixote Pirates,[DON!! x1] This Character cannot be K.O.'d in battle.,,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.618819,2026-02-16 04:38:54.751156
2507,OP03-089,en,71,Brannew,CHARACTER,R,黒,2,,3000,1000,Wisdom,Navy,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Navy} type card other than [Brannew] and add it to your hand. Then, trash the rest.",,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.621762,2026-02-16 04:38:54.751156
2508,OP03-094,en,71,Air Door,EVENT,UC,黒,4,,,,,CP9,"[Main] If your Leader's type includes ""CP"", look at 5 cards from the top of your deck; play up to 1 Character card with a type including ""CP"" and a cost of 5 or less. Then, trash the rest.",[Trigger] Play up to 1 black Character card with a cost of 3 or less from your trash.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.625472,2026-02-16 04:38:54.751157
2509,OP03-108,en,71,Charlotte Cracker,CHARACTER,SR,黄,4,,5000,1000,Slash,Big Mom Pirates,"[DON!! x1] If you have less Life cards than your opponent, this Character gains [Double Attack] and +1000 power.(This card deals 2 damage.)",[Trigger] You may trash 1 card from your hand: Play this card.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.628461,2026-02-16 04:38:54.751158
2510,OP03-110,en,71,Charlotte Smoothie,CHARACTER,R,黄,4,,5000,1000,Special,Big Mom Pirates,[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +2000 power during this battle.,[Trigger] You may trash 1 card from your hand: Play this card.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.630810,2026-02-16 04:38:54.751159
2511,OP03-113,en,71,Charlotte Perospero,CHARACTER,SR,黄,3,,5000,,Special,Big Mom Pirates,"[On K.O.] Look at 3 cards from the top of your deck; reveal up to 1 {Big Mom Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] You may trash 1 card from your hand: Play this card.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.634549,2026-02-16 04:38:54.751160
2512,OP03-116,en,71,Shirahoshi,CHARACTER,UC,黄,5,,,1000,Wisdom,Merfolk,[On Play] Draw 3 cards and trash 2 cards from your hand.,[Trigger] Play this card.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.636734,2026-02-16 04:38:54.751161
2513,OP03-121,en,71,Thunder Bolt,EVENT,C,黄,2,,,,,The Four Emperors/Big Mom Pirates,[Main] You may trash 1 card from the top of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.639670,2026-02-16 04:38:54.751162
2514,OP03-122,en,71,Sogeking,CHARACTER,SEC,青,7,,6000,1000,Ranged,Sniper Island,"Also treat this card's name as [Usopp] according to the rules.[On Play] Return up to 1 Character with a cost of 6 or less to the owner's hand. Then, draw 2 cards and trash 2 cards from your hand.",,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.642626,2026-02-16 04:38:54.751162
2515,OP03-123,en,71,Charlotte Katakuri,CHARACTER,SEC,黄,8,,8000,,Strike,Big Mom Pirates,[On Play] Add up to 1 Character with a cost of 8 or less to the top or bottom of the owner's Life cards face-up.,,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.644065,2026-02-16 04:38:54.751163
2516,OP04-029,en,70,Dellinger,CHARACTER,C,緑,3,,4000,1000,Strike,Donquixote Pirates,[End of Your Turn] Set up to 1 of your DON!! cards as active.,,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.646316,2026-02-16 04:38:54.751164
2517,OP04-031,en,70,Donquixote Doflamingo,CHARACTER,SR,緑,10,,10000,,Special,The Seven Warlords of the Sea/Donquixote Pirates,[On Play] Up to a total of 3 of your opponent's rested Leader and Character cards will not become active in your opponent's next Refresh Phase.,,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.649189,2026-02-16 04:38:54.751165
2518,OP04-032,en,70,Baby 5,CHARACTER,UC,緑,1,,1000,2000,Special,Donquixote Pirates,[End of Your Turn] You may trash this Character: Set up to 2 of your DON!! cards as active.,,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.651502,2026-02-16 04:38:54.751166
2519,OP04-036,en,70,Donquixote Family,EVENT,C,緑,1,,,,,Donquixote Pirates,"[Counter] Look at 5 cards from the top of your deck; reveal up to 1 {Donquixote Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] Activate this card's [Counter] effect.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.654462,2026-02-16 04:38:54.751167
2520,OP04-044,en,70,Kaido,CHARACTER,SR,青,10,,12000,,Strike,The Four Emperors/Animal Kingdom Pirates,[On Play] Return up to 1 Character with a cost of 8 or less and up to 1 Character with a cost of 3 or less to the owner's hand.,,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.657386,2026-02-16 04:38:54.751168
2521,OP04-056,en,70,Gum-Gum Red Roc,EVENT,R,青,6,,,,,Straw Hat Crew,[Main] Place up to 1 Character at the bottom of the owner's deck.,[Trigger] Place up to 1 Character with a cost of 4 or less at the bottom of the owner's deck.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.659715,2026-02-16 04:38:54.751169
2522,OP04-089,en,70,Bartolomeo,CHARACTER,R,黒,3,,3000,2000,Special,Dressrosa/Barto Club,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.664174,2026-02-16 04:38:54.751169
2523,OP04-095,en,70,Barrier!!,EVENT,C,黒,1,,,,,Dressrosa/Barto Club,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 15 or more cards in your trash, that card gains an additional +2000 power during this battle.",[Trigger] Draw 2 cards and trash 1 card from your hand.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.667875,2026-02-16 04:38:54.751170
2524,OP04-100,en,70,"Capone""Gang""Bege",CHARACTER,R,黄,3,,3000,2000,Ranged,Firetank Pirates,,[Trigger] Up to 1 of your opponent's Leader or Character cards cannot attack during this turn.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.670811,2026-02-16 04:38:54.751171
2525,OP04-104,en,70,Sanji,CHARACTER,SR,黄,4,,5000,1000,Strike,The Vinsmoke Family,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] You may trash 1 card from your hand: Play this card.,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.674953,2026-02-16 04:38:54.751172
2526,OP04-112,en,70,Yamato,CHARACTER,SR,黄,9,,9000,,Strike,Land of Wano,"[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards. Then, if you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.",,-ONE PIECE CARD THE BEST- [PRB-01],1,2026-02-15 14:47:55.677149,2026-02-16 04:38:54.751173
2527,OP05-006,en,69,Koala,CHARACTER,SR,赤,2,,3000,2000,Strike,Revolutionary Army,"[On Play] If your Leader has the {Revolutionary Army} type, give up to 1 of your opponent's Characters −3000 power during this turn.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.679432,2026-02-16 04:38:54.751174
2528,OP05-007,en,69,Sabo,CHARACTER,SR,赤,6,,7000,,Special,Revolutionary Army,[On Play] K.O. up to 2 of your opponent's Characters with a total power of 4000 or less.,,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.681704,2026-02-16 04:38:54.751175
2529,OP05-010,en,69,Nico Robin,CHARACTER,UC,赤,1,,2000,1000,Strike,Straw Hat Crew,[On Play] K.O. up to 1 of your opponent's Characters with 1000 power or less.,,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.683955,2026-02-16 04:38:54.751176
2530,OP05-015,en,69,Belo Betty,CHARACTER,R,赤,1,,2000,1000,Special,Revolutionary Army,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card other than [Belo Betty] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.686923,2026-02-16 04:38:54.751176
2531,OP05-034,en,69,Baby 5,CHARACTER,R,緑,1,,1000,1000,Special,Donquixote Pirates,"[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Donquixote Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.690644,2026-02-16 04:38:54.751177
2532,OP05-043,en,69,Ulti,CHARACTER,SR,青,4,,5000,1000,Strike,Animal Kingdom Pirates,"[On Play] If your Leader is multicolored, look at 3 cards from the top of your deck and add up to 1 card to your hand. Then, place the rest at the top or bottom of the deck in any order.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.694345,2026-02-16 04:38:54.751178
2533,OP05-057,en,69,Hound Blaze,EVENT,R,青,2,,,,,Navy,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.",[Trigger] Return up to 1 Character with a cost of 3 or less to the owner's hand.,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.696561,2026-02-16 04:38:54.751179
2534,OP05-069,en,69,Trafalgar Law,CHARACTER,SR,紫,3,,5000,,Slash,Heart Pirates,"[When Attacking] If your opponent has more DON!! cards on their field than you, look at 5 cards from the top of your deck; reveal up to 1 {Heart Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.700281,2026-02-16 04:38:54.751180
2535,OP05-073,en,69,Miss Doublefinger(Zala),CHARACTER,UC,紫,4,,4000,2000,Slash,Baroque Works,[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and rest it.,[Trigger] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play this card.,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.701754,2026-02-16 04:38:54.751181
2536,OP05-074,en,69,"Eustass""Captain""Kid",CHARACTER,SR,紫,5,,6000,1000,Special,Kid Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.704740,2026-02-16 04:38:54.751182
2537,OP05-081,en,69,One-Legged Toy Soldier,CHARACTER,UC,黒,2,,,2000,Strike,Dressrosa,[Activate: Main] You may trash this Character: Give up to 1 of your opponent's Characters −3 cost during this turn.,,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.707747,2026-02-16 04:38:54.751183
2538,OP05-082,en,69,Shirahoshi,CHARACTER,R,黒,1,,,2000,Wisdom,Merfolk,"[Activate: Main] You may rest this Character and place 2 cards from your trash at the bottom of your deck in any order: If your opponent has 6 or more cards in their hand, your opponent trashes 1 card from their hand.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.711517,2026-02-16 04:38:54.751183
2539,OP05-105,en,69,Satori,CHARACTER,R,黄,5,,5000,2000,Strike,Sky Island/Vassals,,[Trigger] You may trash 1 card from your hand: Play this card.,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.715197,2026-02-16 04:38:54.751184
2540,OP05-114,en,69,El Thor,EVENT,UC,黄,1,,,,,Sky Island,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if your opponent has 2 or less Life cards, that card gains an additional +2000 power during this battle.",[Trigger] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.718956,2026-02-16 04:38:54.751185
2541,OP05-115,en,69,Two-Hundred Million Volts Amaru,EVENT,R,黄,2,,,,,Sky Island,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if you have 1 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.",[Trigger] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.721896,2026-02-16 04:38:54.751186
2542,OP05-117,en,69,Upper Yard,STAGE,UC,黄,1,,,,,Sky Island,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Sky Island} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.725585,2026-02-16 04:38:54.751187
2543,OP05-118,en,69,Kaido,CHARACTER,SEC,青,10,,12000,,Special,The Four Emperors/Animal Kingdom Pirates,[On Play] Draw 4 cards if your opponent has 3 or less Life cards.,,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.729232,2026-02-16 04:38:54.751188
2544,OP05-119,en,69,Monkey.D.Luffy,CHARACTER,SEC,紫,10,,12000,,Strike,The Four Emperors/Straw Hat Crew,"[On Play] DON!! −10: Place all of your Characters except this Character at the bottom of your deck in any order. Then, take an extra turn after this one.[Activate: Main] [Once Per Turn] ➀ (You may rest the specified number of DON!! cards in your cost area.): Add up to 1 DON!! card from your DON!! deck and set it as active.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.731474,2026-02-16 04:38:54.751189
2545,OP06-003,en,68,Emporio.Ivankov,CHARACTER,UC,赤,5,,6000,,Special,Revolutionary Army,"[On Play] Look at 3 cards from the top of your deck and play up to 1 {Revolutionary Army} type Character card with 5000 power or less. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.734424,2026-02-16 04:38:54.751189
2546,OP06-023,en,68,Arlong,CHARACTER,R,緑,4,,6000,,Slash,Fish-Man/East Blue/Arlong Pirates,[On Play] You may trash 1 card from your hand: Up to 1 of your opponent's rested Leader cannot attack until the end of your opponent's next turn.,[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.737412,2026-02-16 04:38:54.751190
2547,OP06-035,en,68,Hody Jones,CHARACTER,SR,緑,7,,8000,,Strike,Fish-Man/New Fish-Man Pirates,"[Rush] (This card can attack on the turn in which it is played.)[On Play] Rest up to a total of 2 of your opponent's Characters or DON!! cards. Then, add 1 card from the top of your Life cards to your hand.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.741234,2026-02-16 04:38:54.751191
2548,OP06-036,en,68,Ryuma,CHARACTER,R,緑,4,,6000,,Slash,Land of Wano/Thriller Bark Pirates,[On Play]/[On K.O.] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.,,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.743497,2026-02-16 04:38:54.751192
2549,OP06-038,en,68,The Billion-fold World Trichiliocosm,EVENT,UC,緑,1,,,,,Dressrosa/Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 8 or more rested cards, that card gains an additional +2000 power during this battle.",[Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.747689,2026-02-16 04:38:54.751193
2550,OP06-060,en,68,Vinsmoke Ichiji,CHARACTER,C,紫,4,,4000,1000,Strike,The Vinsmoke Family/GERMA 66,"[Activate: Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may trash this Character: If your Leader has the {GERMA 66} type, play up to 1 [Vinsmoke Ichiji] with a cost of 7 from your hand or trash.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.752854,2026-02-16 04:38:54.751194
2551,OP06-064,en,68,Vinsmoke Niji,CHARACTER,C,紫,3,,3000,1000,Special,The Vinsmoke Family/GERMA 66,"[Activate: Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may trash this Character: If your Leader has the {GERMA 66} type, play up to 1 [Vinsmoke Niji] with a cost of 5 from your hand or trash.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.755767,2026-02-16 04:38:54.751195
2552,OP06-065,en,68,Vinsmoke Niji,CHARACTER,R,紫,5,,6000,1000,Special,The Vinsmoke Family/GERMA 66,"[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, choose one:• K.O. up to 1 of your opponent's Characters with a cost of 2 or less.• Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.758995,2026-02-16 04:38:54.751196
2553,OP06-066,en,68,Vinsmoke Yonji,CHARACTER,C,紫,2,,2000,1000,Strike,The Vinsmoke Family/GERMA 66,"[Activate: Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) You may trash this Character: If your Leader has the {GERMA 66} type, play up to 1 [Vinsmoke Yonji] with a cost of 4 from your hand or trash.",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.762770,2026-02-16 04:38:54.751196
2554,OP06-067,en,68,Vinsmoke Yonji,CHARACTER,R,紫,4,,5000,1000,Strike,The Vinsmoke Family/GERMA 66,"If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, this Character gains +1000 power.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-ONE PIECE CARD THE BEST- [PRB-01],2,2026-02-15 14:47:55.765708,2026-02-16 04:38:54.751197
